No.,Time,Src Port,Dst Port,Source,Destination,Protocol,Length,Type
130,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
131,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276,N
132,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
133,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
134,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
135,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276,N
136,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
137,2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
138,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
139,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276,N
140,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
141,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
142,2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
143,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
144,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276,N
145,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
146,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276,N
147,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
148,2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
149,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
150,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276,N
151,2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
152,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
153,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
154,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1157,N
155,2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
156,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
157,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
158,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
159,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1038,N
160,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
161,2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
162,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
163,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
164,2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
165,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
166,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
167,2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
168,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
169,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
170,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
171,2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
172,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
173,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
174,2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
175,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
176,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
177,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1157,N
178,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
179,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276,N
180,2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
181,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
182,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
183,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276,N
184,2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
185,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
186,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
187,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276,N
188,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
189,2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
190,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276,N
191,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
192,2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
193,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
194,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
195,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
196,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276,N
197,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
198,2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
199,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
200,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276,N
201,2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
202,2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
203,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
204,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
205,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276,N
206,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
207,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276,N
208,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
209,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
210,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
211,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276,N
212,2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
213,2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
214,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
215,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
216,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
217,2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
218,2017-01-19 18:09:51,49297,80,10.1.19.102,92.53.119.137,HTTP,771,N
219,2017-01-19 18:09:51,80,49297,92.53.119.137,10.1.19.102,TCP,60,N
220,2017-01-19 18:09:51,49308,80,10.1.19.102,92.53.119.137,TCP,66,N
221,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
222,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
223,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
224,2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
225,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
226,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
227,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1157,N
228,2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
229,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
230,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
231,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276,N
232,2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
233,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
234,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
235,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
236,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
237,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276,N
238,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
239,2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
240,2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
241,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
242,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
243,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1157,N
244,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
245,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
246,2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
247,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
248,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276,N
249,2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
250,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
251,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276,N
252,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
253,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
254,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276,N
255,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
256,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
257,2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
258,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
259,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
260,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276,N
261,2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
262,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
263,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276,N
264,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
265,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276,N
266,2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
267,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
268,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276,N
269,2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
270,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
271,2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
272,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
273,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276,N
274,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
275,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276,N
276,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
277,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
278,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276,N
279,2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
280,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
281,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
282,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1157,N
283,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
284,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
285,2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
286,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
287,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
288,2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
289,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
290,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
291,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276,N
292,2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
293,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
294,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276,N
295,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
296,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
297,2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
298,2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
299,2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
300,2017-01-19 18:09:51,80,49308,92.53.119.137,10.1.19.102,TCP,60,N
301,2017-01-19 18:09:51,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
302,2017-01-19 18:09:51,49308,80,10.1.19.102,92.53.119.137,HTTP,529,N
303,2017-01-19 18:09:51,80,49308,92.53.119.137,10.1.19.102,TCP,60,N
304,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
305,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1276,N
306,2017-01-19 18:09:52,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
307,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
308,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
309,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1157,N
310,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
311,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
